Education,Initial_Capital,Financial_Record_Keeping,Internet_Usage,Business_Plan,Marketing_Effort,Partnership,Parent_Business_Experience,Industry_Experience,Professional_Advice,Success
0.08828756293102959,0,0,0,0,0.5047850098802686,1,1,-0.7736575520614413,-0.549475762019686,0
0.8002840381812676,1,1,0,0,1.5103328383270187,1,1,-0.9361906512340129,1.3785093678739495,0
-1.3357053875694465,0,1,1,0,1.5103328383270187,0,0,1.5018058363545626,-1.0314720444930947,0
-1.3357053875694465,0,1,1,1,0.5047850098802686,1,0,-1.423789948751728,-1.0314720444930947,0
-1.3357053875694465,1,1,0,1,-0.5007628185664816,0,1,-1.0987237504065845,-1.5134683269665037,0
-1.3357053875694465,1,1,0,1,1.5103328383270187,0,0,-0.9361906512340129,1.3785093678739495,1
0.8002840381812676,1,1,0,0,1.5103328383270187,1,1,-0.7736575520614413,-0.549475762019686,0
0.08828756293102959,1,0,0,1,1.0075589241036438,0,0,-0.7736575520614413,-1.5134683269665037,0
-0.6237089123192084,0,1,1,0,0.0020110956568935023,0,0,0.689140340491704,-0.549475762019686,0
0.08828756293102959,1,1,0,1,1.5103328383270187,1,0,-1.0987237504065845,-1.5134683269665037,0
-0.6237089123192084,0,0,1,0,0.5047850098802686,0,0,1.5018058363545626,1.3785093678739495,0
-1.3357053875694465,0,1,0,0,1.0075589241036438,0,0,-0.12352515537115445,-1.0314720444930947,0
-1.3357053875694465,1,1,0,1,1.0075589241036438,0,0,0.20154104297398895,-1.0314720444930947,1
-0.6237089123192084,0,0,0,0,-0.5007628185664816,1,1,0.03900794380141724,0.8965130854005406,0
-0.6237089123192084,1,0,0,1,-1.5063106470132317,0,1,-1.0987237504065845,0.4145168029271318,0
1.5122805134315056,0,0,1,1,0.5047850098802686,1,1,-1.0987237504065845,0.4145168029271318,0
-0.6237089123192084,0,0,1,1,-1.5063106470132317,1,0,-1.2612568495791563,0.8965130854005406,0
0.8002840381812676,0,0,1,0,1.0075589241036438,1,0,1.0142065388368473,0.4145168029271318,0
-0.6237089123192084,1,1,1,0,-1.0035367327898568,1,1,0.03900794380141724,0.4145168029271318,1
0.08828756293102959,0,0,1,0,-1.0035367327898568,0,1,-1.5863230479242998,1.3785093678739495,0
1.5122805134315056,1,0,0,1,-1.0035367327898568,1,0,-1.423789948751728,-1.0314720444930947,0
-1.3357053875694465,1,0,0,1,-0.5007628185664816,0,1,0.36407414214656064,1.3785093678739495,0
-1.3357053875694465,1,1,0,0,1.0075589241036438,1,0,-0.6111244528888695,-0.06747947954627709,0
0.08828756293102959,1,0,0,0,-0.5007628185664816,1,0,-0.4485913537162978,1.3785093678739495,0
0.8002840381812676,0,1,0,0,-1.0035367327898568,0,1,-0.6111244528888695,1.3785093678739495,0
-0.6237089123192084,1,1,1,1,-1.0035367327898568,0,0,1.6643389355271343,-1.0314720444930947,1
0.08828756293102959,0,1,0,1,1.0075589241036438,1,1,-0.7736575520614413,1.3785093678739495,0
-0.6237089123192084,0,1,0,0,0.5047850098802686,0,0,1.6643389355271343,1.3785093678739495,0
-1.3357053875694465,1,0,1,0,-1.5063106470132317,1,0,1.5018058363545626,0.8965130854005406,0
0.8002840381812676,1,1,1,1,-1.0035367327898568,1,1,0.03900794380141724,-1.0314720444930947,1
0.8002840381812676,1,0,0,1,1.0075589241036438,1,1,0.5266072413191323,0.8965130854005406,1
1.5122805134315056,0,1,1,0,-1.0035367327898568,1,0,0.36407414214656064,1.3785093678739495,0
-0.6237089123192084,1,1,0,1,1.0075589241036438,0,0,-1.2612568495791563,-1.5134683269665037,0
1.5122805134315056,0,0,0,1,1.0075589241036438,1,1,0.36407414214656064,0.4145168029271318,0
-0.6237089123192084,1,0,0,0,0.5047850098802686,0,0,0.36407414214656064,-0.549475762019686,0
0.8002840381812676,1,1,1,0,-1.5063106470132317,0,1,0.689140340491704,1.3785093678739495,1
0.08828756293102959,1,1,0,1,-1.0035367327898568,1,1,0.20154104297398895,0.4145168029271318,1
-0.6237089123192084,1,0,0,1,0.5047850098802686,1,0,1.6643389355271343,1.3785093678739495,0
-0.6237089123192084,1,0,1,1,-1.5063106470132317,0,0,1.0142065388368473,0.8965130854005406,1
-1.3357053875694465,0,0,0,1,1.0075589241036438,1,0,-0.6111244528888695,-1.0314720444930947,0
1.5122805134315056,0,1,0,1,-1.0035367327898568,1,0,1.5018058363545626,0.4145168029271318,0
